"company name","description","tags","url","size","funding"
"Highspot ","Sales enablement platform ","B2B, •, Artificial Intelligence, •, Enterprise, •, Analytics, •, SaaS, •, Sales, ","https://app.otta.com//companies/Highspot","1001+","£526.5"
"Highview ","Building long-duration energy storage","Energy, •, Sustainability, •, Environmental, ","https://app.otta.com//companies/Highview","",""
"Hi Marley ","Communication platform for the insurance industry","B2B, •, Insurance, •, Communication, •, Customer service, •, SaaS, ","https://app.otta.com//companies/Hi-Marley","101-200","£34.3"
"Hinge ","Dating app for meaningful relationships","B2C, •, Lifestyle, •, Dating, ","https://app.otta.com//companies/Hinge","101-200","£16.9"
"Hint ","Fruit-infused flavored water","B2C, •, Lifestyle, •, Personal health, •, Food, •, Wellbeing, ","https://app.otta.com//companies/Hint","201-500","£40.6"
"Hipcamp ","Camping facilities marketplace","B2C, •, Travel, •, Marketplace, ","https://app.otta.com//companies/Hipcamp","101-200","£79.9"
"Hippo Insurance ","Digital home-insurance provider ","Fintech, •, B2C, •, Property, •, Insurance, ","https://app.otta.com//companies/Hippo-Insurance","501-1000","£1219.8"
"Hireguide ","Interview intelligence platform","B2B, •, Artificial Intelligence, •, Enterprise, •, Recruitment, •, HR, ","https://app.otta.com//companies/Hireguide","",""
"Hiro ","Developer tools for Stacks","B2B, •, SaaS, •, Blockchain, •, DevOps, •, Web 3.0, ","https://app.otta.com//companies/Hiro","",""
"Hive ","Cloud-based enterprise AI solutions.","B2B, •, Artificial Intelligence, •, Enterprise, •, Computer Vision, •, Machine Learning, •, Automation, ","https://app.otta.com//companies/Hive-1","201-500","£116.7"
"Hivebrite ","Platform for community management and engagement","B2B, •, Analytics, •, Communication, •, SaaS, •, API, •, Community, ","https://app.otta.com//companies/Hivebrite","101-200","£18.8"
"Hive Learning ","Collaborative learning platform for teams","B2B, •, Education, •, Learning, •, SaaS, ","https://app.otta.com//companies/Hive-Learning","21-100","£3.5"
"Hofy ","Helping companies equip distributed teams, effortlessly","B2B, •, Logistics, •, Furniture, •, Wellbeing, •, Delivery, •, eCommerce, ","https://app.otta.com//companies/Hofy","21-100","£14.5"
"Holaluz ","Renewable electricity company","B2C, •, Energy, •, Sustainability, ","https://app.otta.com//companies/Holaluz","201-500","£3.8"
"Holistic AI ","AI risk management and auditing","B2B, •, Artificial Intelligence, •, Big data, •, Privacy, •, Machine Learning, •, SaaS, ","https://app.otta.com//companies/Holistic-AI-2","",""
"Holly Health ","A digital coach for healthy behaviour change","Healthcare, •, Lifestyle, •, Personal health, •, Fitness, •, Mental health, •, Wellbeing, ","https://app.otta.com//companies/Holly-Health","",""
"HolonIQ ","Climate, education and health intelligence platform","B2B, •, Artificial Intelligence, •, Enterprise, •, Sustainability, •, Analytics, •, Business Intelligence, •, Data Analysis, •, Social Impact, ","https://app.otta.com//companies/HolonIQ","",""
"holoride ","Hyper-immersive experiences for car passengers","B2B, •, Travel, •, Enterprise, •, Virtual Reality, ","https://app.otta.com//companies/holoride","21-100","£8.7"
"Homebound ","Digital platform for homebuilding projects","B2C, •, Home improvement, •, Construction, •, Real Estate, ","https://app.otta.com//companies/Homebound","201-500","£121.3"
"HomeHero ","Digital home manager","B2C, •, Productivity, ","https://app.otta.com//companies/HomeHero","1-20","£3"
"Home Office Digital ","Home Office digital data and technology","Enterprise, •, Big data, •, Design, •, Flexible working, •, Governments, •, Data Analysis, •, Social Impact, ","https://app.otta.com//companies/Home-Office-Digital","",""
"Homesome ","eCommerce platform for grocery stores and supermarkets","B2B, •, Food, •, Supply Chain, •, eCommerce, ","https://app.otta.com//companies/Homesome","21-100","£5.7"
"Hometap ","Providing home equity investments","B2C, •, Lending, •, Investing, •, Real Estate, •, Financial Services, ","https://app.otta.com//companies/Hometap","101-200","£341.7"
"HomeToGo ","Online search engine and marketplace for vacation rentals","B2C, •, Travel, •, Lifestyle, •, Marketplace, •, Renting, ","https://app.otta.com//companies/HomeToGo","201-500","£462.3"
"Homeward ","Home finance company","B2C, •, Property, •, B2B, •, Mortgages, •, Real Estate, •, SaaS, ","https://app.otta.com//companies/Homeward","201-500","£131.1"
"Hone ","Platform for effective and scalable management training","B2B, •, Productivity, •, Training, ","https://app.otta.com//companies/Hone","21-100","£21.3"
"HoneyBook ","Business management platform for Independents","B2B, •, Productivity, •, Communication, •, Financial Services, •, SaaS, ","https://app.otta.com//companies/HoneyBook","101-200","£392.5"
"honeysales ","Automation software for sales","B2B, •, Internal tools, •, Lead generation, •, Analytics, •, Machine Learning, •, SaaS, •, Automation, •, Sales, ","https://app.otta.com//companies/honeysales-1","",""
"honu.ai ","Propels business decision making","Fintech, •, B2B, •, Artificial Intelligence, •, SaaS, •, Outsourcing, ","https://app.otta.com//companies/honu-ai","",""
"Hootsuite ","Social media management platform","B2B, •, Enterprise, •, Internal tools, •, Marketing, •, Content, •, Analytics, •, SaaS, •, Social Media, ","https://app.otta.com//companies/Hootsuite","1001+","£202.3"
"Hopper ","Savings-focused travel app","B2C, •, Travel, •, Analytics, ","https://app.otta.com//companies/Hopper","1001+","£520.3"
"HopSkipDrive ","Safe youth transportation solution","B2C, •, Transport, •, Childcare, ","https://app.otta.com//companies/HopSkipDrive","101-200","£57.5"
"Hoptroff ","UTC time synchronisation solutions","B2B, •, Artificial Intelligence, •, Machine Learning, •, SaaS, ","https://app.otta.com//companies/Hoptroff","21-100","£1.7"
"Hosco ","Hospitality recruitment and networking platform","Hospitality, •, B2B, •, Marketplace, •, Recruitment, •, Networking, •, SaaS, ","https://app.otta.com//companies/Hosco-1","101-200","£16.1"
"Hostinger ","Cloud hosting service provider","B2B, •, Data storage, •, Internet of Things, •, Cloud Computing, •, Web Design, ","https://app.otta.com//companies/Hostinger","",""
"Hotel Manager ","Connected interface for hotels and their guests","Hospitality, •, B2B, •, SaaS, •, Mobile, ","https://app.otta.com//companies/Hotel-Manager","",""
"HouseCanary ","Helps people make smarter real estate decisions","B2B, •, Analytics, •, Real Estate, ","https://app.otta.com//companies/HouseCanary","101-200","£105.7"
"Houst ","Short-term rental hosting services","Property, •, Hospitality, •, B2B, •, Renting, •, Outsourcing, ","https://app.otta.com//companies/Houst","101-200","£11.1"
"HOVER ","Smartphone 3D modelling for homes","B2C, •, B2B, •, Marketplace, •, Home improvement, •, Construction, •, Mobile, ","https://app.otta.com//companies/HOVER","201-500","£104.5"
"Hoxton Farms ","Cultivating a revolution","Sustainability, •, Biology, •, Agriculture, ","https://app.otta.com//companies/Hoxton-Farms","1-20","£2.7"
"Hubble ","On-demand access to workspaces","Property, •, Marketplace, •, Renting, •, Office, ","https://app.otta.com//companies/Hubble","21-100","£11.1"
"Hubilo ","SaaS for event engagement ","B2B, •, Analytics, •, Events, •, SaaS, •, Data Integration, •, Video, •, Community, ","https://app.otta.com//companies/Hubilo","201-500","£125.3"
"Hubly ","Workflow tools for financial advisory firms.","B2B, •, Internal tools, •, Financial Services, •, SaaS, •, Automation, ","https://app.otta.com//companies/Hubly","1-20","£1.6"
"Hubtype ","Chatbot development framework","B2B, •, Artificial Intelligence, •, Enterprise, •, Marketing, •, Customer service, •, Mobile, •, eCommerce, ","https://app.otta.com//companies/Hubtype","",""
"Huckletree ","Office and co-working space provider for startups","Property, •, B2B, •, Enterprise, •, Office, •, Community, ","https://app.otta.com//companies/Huckletree","21-100","£6.9"
"Hudson River Trading ","Multi-asset class quantitative trading","B2B, •, Investing, •, Trading, •, Machine Learning, ","https://app.otta.com//companies/Hudson-River-Trading","",""
"Huggg ","Gifting platform","B2B, •, Consumer Goods, •, Wellbeing, ","https://app.otta.com//companies/Huggg","21-100","£2.6"
"Humaans ","The fastest way to onboard and manage your employees","B2B, •, HR, •, SaaS, ","https://app.otta.com//companies/Humaans","1-20","£4.1"
"Human API ","The easiest way for consumers to connect & share health data with any company","Healthcare, •, B2B, •, Big data, •, API, ","https://app.otta.com//companies/Human-API","21-100","£30.1"
"HumanFirst ","HumanFirst enables safe, effective, and impartial healthcare from the home.","Healthcare, •, B2C, •, Social Impact, •, Wellbeing, ","https://app.otta.com//companies/HumanFirst","21-100","£12.3"
"Human Interest ","Full-service 401(k) plans for SMBs","Fintech, •, B2B, •, Insurance, •, Financial Services, •, SaaS, •, Social Impact, ","https://app.otta.com//companies/Human-Interest","501-1000","£274.5"
"Humanloop ","AI powered annotation tool","Artificial Intelligence, •, Machine Learning, ","https://app.otta.com//companies/Humanloop","1-20","£0.1"
"Humi ","All-in-one HRIS software","B2B, •, Enterprise, •, Recruitment, •, HR, •, Compliance, •, SaaS, ","https://app.otta.com//companies/Humi","101-200","£35.6"
"Humming Homes ","Home management services platform","B2C, •, Property, •, Lifestyle, •, Marketplace, •, Home improvement, •, Real Estate, ","https://app.otta.com//companies/Humming-Homes","21-100","£4.6"
"Humu ","Nudges employees to better habits using machine learning","B2B, •, Artificial Intelligence, •, HR, •, Productivity, •, Machine Learning, ","https://app.otta.com//companies/Humu","101-200","£73.8"
"Hunter Labs Technologies ","Data tools for facilitating AI-driven financial products","Fintech, •, B2C, •, B2B, •, Artificial Intelligence, •, Investing, •, Financial Services, ","https://app.otta.com//companies/Hunter-Labs-Technologies","",""
"Hurree ","Market segmentation platform for marketing tools","Marketing, •, SaaS, •, Data Integration, ","https://app.otta.com//companies/Hurree","21-100","£0.4"
"Hussle ","Wellness and fitness services","B2C, •, B2B, •, Lifestyle, •, Marketplace, •, Fitness, •, Subscription, •, Wellbeing, ","https://app.otta.com//companies/Hussle","21-100","£17.7"
"Huzzle ","Career companion for Gen Z","B2C, •, Recruitment, •, Training, •, Learning, ","https://app.otta.com//companies/Huzzle","1-20","£0.3"
"Hybryd ","Meeting management and collaboration software","B2B, •, Enterprise, •, Internal tools, •, Office, •, Communication, •, SaaS, •, Video, ","https://app.otta.com//companies/Hybryd","1-20","£0.5"
"Hypercontext ","Team management app","B2B, •, Enterprise, •, HR, •, Internal tools, •, Productivity, ","https://app.otta.com//companies/Hypercontext","1-20","£0.1"
"HyperionDev ","Online coding bootcamp","B2C, •, Education, •, Training, ","https://app.otta.com//companies/HyperionDev","101-200","£5.6"
"Hyphen ","Cohort-based learning platform","B2C, •, B2B, •, Recruitment, •, Training, •, Learning, •, Community, ","https://app.otta.com//companies/Hyphen","",""
"HYPR ","The leader in Passwordless Multi-factor Authentication","B2B, •, Cyber Security, •, Cloud Computing, ","https://app.otta.com//companies/HYPR","101-200","£55.1"
"iamproperty ","End-to-end estate agent services","Property, •, B2B, •, Compliance, •, Renting, •, Real Estate, ","https://app.otta.com//companies/iamproperty","",""
"iCIMS ","The Talent Cloud company","B2B, •, Enterprise, •, Recruitment, •, HR, ","https://app.otta.com//companies/iCIMS-1","1001+","£75.8"
"Idea Drop ","Idea management platform","B2B, •, SaaS, •, Data Analysis, ","https://app.otta.com//companies/Idea-Drop","1-20","£1.4"
"IFTTT ","The world's leading connectivity platform for in-house apps and devices","B2B, •, Productivity, •, API, ","https://app.otta.com//companies/IFTTT","21-100","£51.3"
"IKO Brands ","E-Commerce brand incubator","B2B, •, Marketing, •, Investing, •, Supply Chain, •, eCommerce, ","https://app.otta.com//companies/IKO-Brands","1-20","£8.3"
"Imagen Technologies ","Medical imaging software","Healthcare, •, B2B, •, Artificial Intelligence, •, SaaS, ","https://app.otta.com//companies/Imagen-Technologies","21-100","£90.5"
"iManage ","Knowledge work platform","B2B, •, Artificial Intelligence, •, Data storage, •, Security, •, Enterprise, •, Legal, •, Machine Learning, •, SaaS, •, Product Management, •, Cloud Computing, ","https://app.otta.com//companies/iManage-1","",""
